File name;Zone;Patry;Hostplant;Baltic;Sex;BL;OL;Wing length;Wing width;Wing area;Melanized area;LMPC1;LMPC2;LMPC3;LMPC4;LMPC5;LMPC6;BL ln;OL ln;WL ln;WW ln;WA sqrt;MA sqrt;WA sqrt ln;MA sqrt ln
CHST18_42bWing2a.jpg;CHST;Allopatry;Heterophyllum;West;Female;4.48;1.94;4.51;2.09;7.4207;4.6177;0.0028184;-0.010759;-0.010984;0.018389;0.0037638;0.0041612;0.651278013998144;0.287801729930226;0.65417654187796;0.320146286111054;2.72409618038718;2.14888343099387;0.435222437262042;0.33221285725542
CHST18_43aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.56;;4.81951219512195;2.19512195121951;8.53634741225461;5.81939321832243;-0.0024763;-0.0098214;-0.0042664;-0.01223;0.0080548;-0.00172;0.658964842664435;;0.683003083531874;0.341458652719589;2.92170282750567;2.41234185353619;0.465636040846143;0.382438851803262
CHST18_43bWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Female;4.64;1.87;5.18;2.39;9.6611;6.1361;-0.0068156;-0.0077014;-0.0017153;-0.013246;0.0074761;0.0039504;0.666517980554881;0.271841606536499;0.714329759745233;0.378397900948138;3.10823100814595;2.4771152577141;0.492513288711502;0.393946214347117
CHST18_44aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;3.68;;4.26881720430108;1.72043010752688;5.73442016418083;3.30835934790149;-0.0010949;-0.0088001;-0.0081859;-0.0061278;-0.0026091;0.0061525;0.565847818673518;;0.63030755820918;0.23563703410199;2.39466493776913;1.81888959200428;0.37924475538825;0.25980633785482
CHST18_44bWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Female;3.88;1.69;4.27368421052632;1.76842105263158;5.97639889196676;3.42304709141274;-0.012498;-0.0041783;-0.001429;-0.0023934;0.006235;-0.017635;0.588831725594207;0.227886704613674;0.630802428288346;0.247585676437015;2.44466743995308;1.85014785663545;0.388219788279057;0.267206436919219
CHST18_45aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.3;;4.72277227722772;2.07920792079208;7.87246348397216;5.48857955102441;0.0042941;-0.0032124;-0.0013897;-0.0030582;0.0074047;-0.0058492;0.633468455579587;;0.674197005257471;0.317897920951277;2.80579106206648;2.34277176673794;0.448055327430018;0.369729981608355
CHST18_45bWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Female;4.15;1.77;4.89108910891089;2.33663366336634;9.02146848348201;5.73335947456132;-0.0084608;-0.0024737;-0.010064;-0.011587;0.0014021;-0.0010419;0.618048096712093;0.247973266361807;0.689405575141004;0.368590629187464;3.00357594934472;2.3944434582093;0.477638618125986;0.379204586178116
CHST18_46aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.34;;4.5578947368421;2;7.23767313019391;4.33440443213296;-0.013727;-0.001497;0.0052122;-0.027312;0.0018203;0.0027207;0.637489729512511;;0.658764291064518;0.301029995663981;2.69029238749135;2.08192325318033;0.429799482743468;0.318464715887956
CHST18_46bWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Female;4.53;1.75;4.63157894736842;2.09473684210526;7.5993351800554;4.74914127423823;-0.02311;-0.0094317;-0.00068408;-0.015761;-0.0036246;0.0043885;0.656098202012832;0.243038048686294;0.66572907119734;0.321129471120859;2.7566891700109;2.17925245766484;0.440387800070491;0.338307544436147
CHST18_47aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;5.21;;4.79207920792079;2.22772277227723;8.66160180374473;6.02146848348201;0.0059982;-0.0072674;-0.0065162;0.0011201;0.0013312;0.0099467;0.716837723299524;;0.68052398786177;0.34786114432872;2.94305993886376;2.45386806562252;0.468799107105626;0.389851208793417
